"URL","Title","Description","Provider","Timestamp"
"https://github.com/yuxdux/kinda-llama/blob/main/README.md","kinda-llama/README.md at main · yuxdux/kinda-llama","An open-source replication and modification of the Meta AI's LLAMA dataset - kinda-llama/README.md at main · yuxdux/kinda-llama","GitHub","2023-02-25T02:02:17.371000+00:00"
"https://github.com/EleutherAI/stackexchange-dataset","GitHub - EleutherAI/stackexchange-dataset: Python tools for process...","Python tools for processing the stackexchange data dumps into a text dataset for Language Models - GitHub - EleutherAI/stackexchange-dataset: Python tools for processing the stackexchange data dump...","GitHub","2023-02-25T00:59:50.019000+00:00"
"https://github.com/shyamupa/wikidump_preprocessing","GitHub - shyamupa/wikidump_preprocessing: Extracting useful metadat...","Extracting useful metadata from Wikipedia dumps in any language. - GitHub - shyamupa/wikidump_preprocessing: Extracting useful metadata from Wikipedia dumps in any language.","GitHub","2023-02-25T00:59:32.655000+00:00"
"https://github.com/singletongue/wikipedia-utils","GitHub - singletongue/wikipedia-utils: Utility scripts for preproce...","Utility scripts for preprocessing Wikipedia texts for NLP - GitHub - singletongue/wikipedia-utils: Utility scripts for preprocessing Wikipedia texts for NLP","GitHub","2023-02-25T00:59:32.655000+00:00"
"https://github.com/siznax/wptools","GitHub - siznax/wptools: Wikipedia tools (for Humans): easily extra...","Wikipedia tools (for Humans): easily extract data from Wikipedia, Wikidata, and other MediaWikis - GitHub - siznax/wptools: Wikipedia tools (for Humans): easily extract data from Wikipedia, Wikidat...","GitHub","2023-02-25T00:59:32.655000+00:00"
"https://github.com/EleutherAI/the-pile/blob/master/processing_scripts/dedupe_train.py","the-pile/dedupe_train.py at master · EleutherAI/the-pile","Contribute to EleutherAI/the-pile development by creating an account on GitHub.","GitHub","2023-02-25T00:59:03.062000+00:00"
"https://commoncrawl.org/the-data/get-started/","So you’re ready to get started.",,"Common Crawl","2023-02-25T00:59:03.062000+00:00"
"https://github.com/facebookresearch/cc_net","GitHub - facebookresearch/cc_net: Tools to download and cleanup Com...","Tools to download and cleanup Common Crawl data. Contribute to facebookresearch/cc_net development by creating an account on GitHub.","GitHub","2023-02-25T00:59:03.062000+00:00"
"https://huggingface.co/datasets/allenai/c4","allenai/c4 · Datasets at Hugging Face",,,"2023-02-25T00:59:03.062000+00:00"
"https://huggingface.co/datasets/codeparrot/github-code","codeparrot/github-code · Datasets at Hugging Face",,,"2023-02-25T00:59:03.062000+00:00"
"https://huggingface.co/datasets/allenai/soda","allenai/soda · Datasets at Hugging Face",,,"2023-02-23T18:56:33.634000+00:00"
"https://huggingface.co/datasets/SirNeural/flan_v2","SirNeural/flan_v2 · Datasets at Hugging Face",,,"2023-02-18T00:02:49.428000+00:00"
"https://github.com/asigalov61/Tegridy-MIDI-Dataset","GitHub - asigalov61/Tegridy-MIDI-Dataset: Tegridy MIDI Dataset for ...","Tegridy MIDI Dataset for precise and effective Music AI models creation. - GitHub - asigalov61/Tegridy-MIDI-Dataset: Tegridy MIDI Dataset for precise and effective Music AI models creation.","GitHub","2023-02-15T04:52:43.688000+00:00"
"https://huggingface.co/datasets/irc_disentangle","irc_disentangle · Datasets at Hugging Face",,,"2023-02-13T18:15:45.186000+00:00"
"https://github.com/Muennighoff/FLAN/blob/main/prepare_datasets.py","FLAN/prepare_datasets.py at main · Muennighoff/FLAN","Provides a minimal implementation to extract FLAN datasets for further processing - FLAN/prepare_datasets.py at main · Muennighoff/FLAN","GitHub","2023-02-08T01:22:43.740000+00:00"
"https://huggingface.co/datasets/Muennighoff/flan","Muennighoff/flan · Datasets at Hugging Face",,,"2023-02-08T01:10:00.625000+00:00"
"https://github.com/google-research/FLAN/tree/main/flan/v2","FLAN/flan/v2 at main · google-research/FLAN","Contribute to google-research/FLAN development by creating an account on GitHub.","GitHub","2023-02-07T13:24:16.139000+00:00"
"https://github.com/BlinkDL/RWKV-LM/tree/main/RWKV-v4neo","RWKV-LM/RWKV-v4neo at main · BlinkDL/RWKV-LM","RWKV is a RNN with transformer-level LLM performance. It can be directly trained like a GPT (parallelizable). So it&#39;s combining the best of RNN and transformer - great performance, fast inf...","GitHub","2023-02-01T15:24:12.180000+00:00"
"https://huggingface.co/spaces/CarperAI/pile-v2-eda","Pile V2 EDA - a Hugging Face Space by CarperAI",,,"2023-01-30T12:51:35.208000+00:00"
"https://github.com/huggingface/olm-datasets","GitHub - huggingface/olm-datasets: Pipeline for pulling and process...","Pipeline for pulling and processing online language model pretraining data from the web - GitHub - huggingface/olm-datasets: Pipeline for pulling and processing online language model pretraining da...","GitHub","2023-01-30T12:45:52.084000+00:00"
"https://huggingface.co/datasets/bigscience/xP3all/viewer/en/train","bigscience/xP3all · Datasets at Hugging Face",,,"2023-01-21T00:26:41.781000+00:00"
"https://zenodo.org/record/7744048#.ZFRshHYpBCQ",,,,"2023-05-05T02:45:27.009000+00:00"
"https://tatoeba.org/en/sentences/show/737740",,,,"2023-05-02T23:44:40.789000+00:00"
"https://tatoeba.org/en/sentences/show/682146",,,,"2023-05-02T23:43:19.737000+00:00"
"https://universaldependencies.org/",,,,"2023-05-02T17:20:39.918000+00:00"
"https://coq.inria.fr/",,,,"2023-04-29T21:20:49.726000+00:00"
"https://arxiv.org/pdf/2304.13835.pdf",,,,"2023-04-29T18:00:44.258000+00:00"
"https://discord.com/channels/992359628979568762/992362722035507270/1101555966132109432",,,,"2023-04-29T12:33:06.803000+00:00"
"https://github.com/octu0/aozoraconv",,,,"2023-04-21T11:00:14.487000+00:00"
"https://github.com/aozorahack/aozorabunko_text.git",,,,"2023-04-21T11:00:14.487000+00:00"
"https://dialogfeedback.github.io/data.html",,,,"2023-04-20T21:58:46.621000+00:00"
"https://www.aozora.gr.jp/index_pages/person_all_all.html",,,,"2023-04-20T17:30:20.592000+00:00"
"https://drive.google.com/drive/u/0/folders/1Hvs9yVFu4kfrD-rKKwibg6pJwQANXNvd",,,,"2023-04-20T17:30:20.592000+00:00"
"https://github.com/togethercomputer/RedPajama-Data",,,,"2023-04-17T14:52:13.668000+00:00"
"https://discord.com/channels/992359628979568762/992359629419991142/1096773731063439371",,,,"2023-04-16T01:57:37.502000+00:00"
"https://discord.com/channels/992359628979568762/1096784560643113092/1096876956122882120",,,,"2023-04-15T19:23:35.956000+00:00"
"https://github.com/nomic-ai/gpt4all/issues",,,,"2023-04-15T11:04:50.977000+00:00"
"https://arxiv.org/pdf/2303.12712.pdf",,,,"2023-04-15T00:11:42.693000+00:00"
"https://pypi.org/project/cloudscraper/",,,,"2023-04-13T18:35:43.854000+00:00"
"https://namu.news",,,,"2023-04-13T15:44:24.868000+00:00"
"https://huggingface.co/datasets/Bingsu/ko_alpaca_data.",,,,"2023-04-13T03:56:45.764000+00:00"
"https://github.com/databrickslabs/dolly/tree/master/data",,,,"2023-04-12T13:46:13.335000+00:00"
"https://huggingface.co/datasets/anon8231489123/ShareGPT_Vicuna_unfiltered/blob/main/ShareGPT_V3_unfiltered_cleaned_split_no_imsorry.json",,,,"2023-04-12T05:36:44.556000+00:00"
"https://huggingface.co/datasets/anon8231489123/ShareGPT_Vicuna_unfiltered/blob/main/ShareGPT_V3_unfiltered_cleaned_split.json",,,,"2023-04-12T05:36:44.556000+00:00"
"https://huggingface.co/datasets/fka/awesome-chatgpt-prompts",,,,"2023-04-10T20:14:54.859000+00:00"
"https://huggingface.co/datasets/RyokoAI/ShareGPT52K/tree/main",,,,"2023-04-10T19:43:25.377000+00:00"
"https://huggingface.co/datasets/JosephusCheung/GuanacoDataset",,,,"2023-04-10T19:42:43.895000+00:00"
"https://discord.com/channels/992359628979568762/1094251882706382908",,,,"2023-04-09T11:44:49.863000+00:00"
"https://archive.org/details/FanficRepack_Redux",,,,"2023-04-09T07:36:45.527000+00:00"
"https://lareviewofbooks.org",,,,"2023-04-09T07:00:08.988000+00:00"
"https://www.lrb.co.uk",,,,"2023-04-09T06:59:32.847000+00:00"
"https://hazlitt.net",,,,"2023-04-09T06:58:15.572000+00:00"
"https://emergencemagazine.org",,,,"2023-04-09T06:56:44.672000+00:00"
"https://theamericanscholar.org",,,,"2023-04-09T06:54:12.009000+00:00"
"https://bittersoutherner.com",,,,"2023-04-09T06:52:56.895000+00:00"
"https://www.theringer.com",,,,"2023-04-09T06:52:03.135000+00:00"
"https://texashighways.com",,,,"2023-04-09T06:50:57.604000+00:00"
"https://orionmagazine.org",,,,"2023-04-09T06:49:48.850000+00:00"
"https://www.motherjones.com",,,,"2023-04-09T06:48:25.515000+00:00"
"https://www.esquire.com",,,,"2023-04-09T06:33:14.459000+00:00"
"https://www.rollingstone.com",,,,"2023-04-09T06:32:28.124000+00:00"
"https://www.eater.com",,,,"2023-04-09T06:31:20.289000+00:00"
"https://chicagoreader.com",,,,"2023-04-09T06:28:21.765000+00:00"
"https://www.chicagomag.com",,,,"2023-04-09T06:28:21.765000+00:00"
"https://www.dmagazine.com",,,,"2023-04-09T06:28:21.765000+00:00"
"https://www.atlantamagazine.com",,,,"2023-04-09T06:28:21.765000+00:00"
"https://www.lamag.com",,,,"2023-04-09T06:28:21.765000+00:00"
"https://bitcoinmagazine.com",,,,"2023-04-09T06:24:43.518000+00:00"
"https://wtf1971.com",,,,"2023-04-09T06:22:34.592000+00:00"
"https://www.chicagoreview.org",,,,"2023-04-09T06:21:43.676000+00:00"
"https://www.runnersworld.com",,,,"2023-04-09T06:17:37.504000+00:00"
"https://pitchfork.com",,,,"2023-04-09T06:16:21.912000+00:00"
"https://asteriskmag.com",,,,"2023-04-09T06:15:22.375000+00:00"
"https://thewalrus.ca",,,,"2023-04-09T06:14:28.287000+00:00"
"https://thebaffler.com",,,,"2023-04-09T06:13:16.988000+00:00"
"https://www.nplusonemag.com",,,,"2023-04-09T06:11:13.180000+00:00"
"https://www.texasmonthly.com",,,,"2023-04-09T06:09:42.456000+00:00"
"https://hakaimagazine.com",,,,"2023-04-09T06:08:57.895000+00:00"
"https://www.theinformation.com",,,,"2023-04-09T06:07:49.874000+00:00"
"https://wellcome.org/what-we-do/our-work/mosaic-has-now-closed",,,,"2023-04-09T06:05:31.708000+00:00"
"https://web.archive.org/web/20230000000000*/www.mosaicscience.com",,,,"2023-04-09T06:05:06.874000+00:00"
"https://www.atlasobscura.com",,,,"2023-04-09T06:03:03.425000+00:00"
"https://www.poetryfoundation.org/poetrymagazine",,,,"2023-04-09T05:59:04.831000+00:00"
"https://theconversation.com/",,,,"2023-04-09T05:57:20.602000+00:00"
"https://therumpus.net",,,,"2023-04-09T05:55:58.684000+00:00"
"https://psmag.com",,,,"2023-04-09T05:54:46.306000+00:00"
"https://grist.org",,,,"2023-04-09T05:53:30.205000+00:00"
"https://www.guernicamag.com",,,,"2023-04-09T05:52:26.790000+00:00"
"https://www.propublica.org",,,,"2023-04-09T05:51:24.470000+00:00"
"https://magazine.atavist.com/archive/",,,,"2023-04-09T05:50:07.924000+00:00"
"https://www.motortrend.com",,,,"2023-04-09T05:44:49.818000+00:00"
"https://www.caranddriver.com",,,,"2023-04-09T05:44:49.818000+00:00"
"https://www.roadandtrack.com",,,,"2023-04-09T05:44:49.818000+00:00"
"https://youtube.com/@OxfordUnion",,,,"2023-04-09T05:38:17.210000+00:00"
"https://www.harpersbazaar.com",,,,"2023-04-09T05:33:11.313000+00:00"
"https://harpers.org",,,,"2023-04-09T05:30:36.065000+00:00"
"https://www.theatlantic.com",,,,"2023-04-09T05:28:59.690000+00:00"
"https://www.economist.com",,,,"2023-04-09T05:16:58.223000+00:00"
"https://www.politico.com",,,,"2023-04-09T05:16:16.490000+00:00"
"https://www.wilsonquarterly.com",,,,"2023-04-09T05:13:34.100000+00:00"
"https://www.wsj.com",,,,"2023-04-09T05:05:32.078000+00:00"
"https://www.ft.com",,,,"2023-04-09T05:05:32.078000+00:00"
"https://www.bloomberg.com<",,,,"2023-04-09T05:05:32.078000+00:00"
"https://www.nytimes.com/section/magazine",,,,"2023-04-09T05:01:22.884000+00:00"
"https://nymag.com",,,,"2023-04-09T05:00:27.740000+00:00"
"https://www.nationalreview.com",,,,"2023-04-09T04:58:22.840000+00:00"
"https://foreignpolicy.com",,,,"2023-04-09T04:56:15.575000+00:00"
"https://www.foreignaffairs.com",,,,"2023-04-09T04:53:26.663000+00:00"
"https://www.tabletmag.com",,,,"2023-04-09T04:52:39.455000+00:00"
"https://www.thebellows.org",,,,"2023-04-09T04:50:43.144000+00:00"
"https://www.thenation.com",,,,"2023-04-09T04:49:15.487000+00:00"
"https://newrepublic.com",,,,"2023-04-09T04:47:30.266000+00:00"
"https://www.the-tls.co.uk",,,,"2023-04-09T04:43:44.144000+00:00"
"https://www.dissentmagazine.org",,,,"2023-04-09T04:40:05.480000+00:00"
"https://www.chronicle.com",,,,"2023-04-09T04:38:31.899000+00:00"
"https://www.spectator.co.uk",,,,"2023-04-09T04:36:04.348000+00:00"
"https://compactmag.com",,,,"2023-04-09T04:33:36.679000+00:00"
"https://archive.today",,,,"2023-04-09T04:24:18.093000+00:00"
"https://www.newyorker.com",,,,"2023-04-09T04:20:10.173000+00:00"
"https://quillette.com",,,,"2023-04-09T04:17:08.301000+00:00"
"https://www.un.org/securitycouncil/content/security-council-documents",,,,"2023-04-09T00:46:10.936000+00:00"
"https://www.bailii.org/",,,,"2023-04-09T00:02:27.754000+00:00"
"https://www.theamericanconservative.com/",,,,"2023-04-08T23:06:28.659000+00:00"
"https://www.firstthings.com",,,,"2023-04-08T22:59:35.143000+00:00"
"https://www.bostonreview.net/tag/interview/",,,,"2023-04-08T22:46:38.522000+00:00"
"https://www.bostonreview.net/forum/industrial-policys-comeback",,,,"2023-04-08T22:36:51.753000+00:00"
"https://aperture.org",,,,"2023-04-08T22:32:26.345000+00:00"
"https://www.bostonreview.net",,,,"2023-04-08T22:28:57.179000+00:00"
"https://beckerguides.wustl.edu/c.php?g=1049377&p=7616097",,,,"2023-04-08T22:09:16.804000+00:00"
"https://www.ssrn.com/index.cfm/en/",,,,"2023-04-08T22:06:38.917000+00:00"
"https://www.nber.org",,,,"2023-04-08T22:05:19.852000+00:00"
"https://knowledge.wharton.upenn.edu",,,,"2023-04-08T22:01:53.021000+00:00"
"https://www.mckinsey.com/quarterly/overview",,,,"2023-04-08T21:58:13.326000+00:00"
"https://www.theguardian.com/",,,,"2023-04-08T17:30:56.097000+00:00"
"https://daily.jstor.org/",,,,"2023-04-08T17:29:33.459000+00:00"
"https://www.smithsonianmag.com/",,,,"2023-04-08T17:28:20.382000+00:00"
"https://www.laphamsquarterly.org/",,,,"2023-04-08T17:25:26.305000+00:00"
"https://www.supremecourt.gov/oral_arguments/argument_transcript/2022",,,,"2023-04-08T16:12:21.316000+00:00"
"https://www.fpri.org/",,,,"2023-04-08T03:06:21.591000+00:00"
"https://www.cfr.org/",,,,"2023-04-08T03:06:21.591000+00:00"
"https://www.csis.org/",,,,"2023-04-08T03:06:21.591000+00:00"
"https://www.chathamhouse.org/",,,,"2023-04-08T03:06:21.591000+00:00"
"https://carnegieendowment.org/",,,,"2023-04-08T03:06:21.591000+00:00"
"https://www.cato.org/",,,,"2023-04-08T03:06:21.591000+00:00"
"https://www.iiss.org/",,,,"2023-04-08T03:06:21.591000+00:00"
"https://www.niskanencenter.org/",,,,"2023-04-08T02:57:01.670000+00:00"
"https://www.rand.org/",,,,"2023-04-08T02:57:01.670000+00:00"
"https://www.brookings.edu",,,,"2023-04-08T02:57:01.670000+00:00"
"https://www.heritage.org/",,,,"2023-04-08T02:57:01.670000+00:00"
"https://www.belfercenter.org/",,,,"2023-04-08T02:57:01.670000+00:00"
"https://vault.fbi.gov",,,,"2023-04-08T00:04:59.334000+00:00"
"https://www.cia.gov/readingroom/historical-collections",,,,"2023-04-08T00:01:11.719000+00:00"
"https://belonging.berkeley.edu/sites/default/files/kerner_commission_full_report.pdf?file=1&force=1",,,,"2023-04-07T23:57:31.005000+00:00"
"https://govinfo.library.unt.edu/911/report/911Report.pdf",,,,"2023-04-07T23:56:39.548000+00:00"
"https://www.marketplace.org",,,,"2023-04-07T23:33:03.823000+00:00"
"https://onbeing.org",,,,"2023-04-07T23:27:00.687000+00:00"
"https://www.bbc.co.uk/ws/languages",,,,"2023-04-07T23:00:37.334000+00:00"
"https://www.radiofrance.fr",,,,"2023-04-07T22:55:29.502000+00:00"
"https://www.bbc.com",,,,"2023-04-07T22:50:46.785000+00:00"
"https://www.npr.org",,,,"2023-04-07T22:45:27.599000+00:00"
"https://freakonomics.com",,,,"2023-04-07T22:13:27.554000+00:00"
"https://twitter.com/blancheminerva/status/1643411691101626374?s=46&t=yLK7IiOlFB5zetU_zagHNQ",,,,"2023-04-07T21:52:45.409000+00:00"
"https://sci-hub.se/database",,,,"2023-04-07T19:34:28.504000+00:00"
"https://discord.com/channels/1055935572465700980/1058162802273038428/1088997274408988672",,,,"2023-04-07T13:16:28.695000+00:00"
"https://www.asciiart.eu",,,,"2023-04-06T21:36:24.229000+00:00"
"https://emojicombos.com/ASCII",,,,"2023-04-06T21:33:08.489000+00:00"
"https://wol.jw.org/",,,,"2023-04-06T19:53:10.592000+00:00"
"https://www.jw.org/en/",,,,"2023-04-06T19:51:09.191000+00:00"
"https://archive.org/details/usfederalcourts?tab=collection",,,,"2023-04-06T19:09:09.530000+00:00"
"https://en.wikipedia.org/wiki/Free_Law_Project",,,,"2023-04-06T19:05:23.515000+00:00"
"https://www.churchofjesuschrist.org/study?lang=eng",,,,"2023-04-06T19:01:47.041000+00:00"
"https://www.justia.com",,,,"2023-04-06T18:24:30.015000+00:00"
"https://winstonchurchill.org",,,,"2023-04-06T01:50:08.006000+00:00"
"https://plato.stanford.edu/",,,,"2023-04-06T00:49:03.990000+00:00"
"https://github.com/ymcui/Chinese-LLaMA-Alpaca/tree",,,,"2023-04-04T04:59:42.851000+00:00"
"https://files.catbox.moe/bhtp9i.zip",,,,"2023-04-02T21:45:51.279000+00:00"
"https://files.catbox.moe/ahoivx.zip",,,,"2023-04-02T21:45:51.279000+00:00"
"https://huggingface.co/datasets/anon8231489123/ShareGPT_Vicuna_unfiltered/tree/main/HTML_cleaned_raw_dataset",,,,"2023-04-02T21:45:51.279000+00:00"
"https://discord.com/channels/992359628979568762/1083107245971226685/1091725284526522428",,,,"2023-04-02T09:56:31.101000+00:00"
"https://files.catbox.moe/m2aqrg.zip",,,,"2023-04-01T15:50:01.999000+00:00"
"https://docs.google.com/spreadsheets/d/1NYYa6vHiRnk5kwnyYaCT0cBO62--Tm3w4ihdBtp4ISk/edit#gid=1537161081",,,,"2023-03-28T15:59:11.907000+00:00"
"https://github.com/tloen/alpaca-lora/blob/main/alpaca_data_cleaned.json",,,,"2023-03-22T16:32:16.190000+00:00"
"https://github.com/gururise/AlpacaDataCleaned",,,,"2023-03-22T16:30:40.408000+00:00"
"https://laion.ai/blog/oig-dataset/.",,,,"2023-03-14T09:29:02.839000+00:00"
"https://the-eye.eu/public/AI/pile_preliminary_components/",,,,"2023-03-02T20:03:56.400000+00:00"
"https://lib.msu.edu/gds/",,,,"2023-02-28T19:55:47.515000+00:00"
"https://the-eye.eu/public/AI/pile/train/",,,,"2023-02-25T01:07:59.464000+00:00"
"https://dumps.wikimedia.org/backup-index.html",,,,"2023-02-25T00:59:32.655000+00:00"
"https://info.arxiv.org/help/bulk_data_s3.html",,,,"2023-02-25T00:59:32.655000+00:00"
"https://github.com/EleutherAI/pile-arxiv",,,,"2023-02-25T00:59:32.655000+00:00"
"https://github.com/mattbierbaum/arxiv-public-datasets",,,,"2023-02-25T00:59:32.655000+00:00"
"https://github.com/amacfie/mathtext",,,,"2023-02-25T00:59:32.655000+00:00"
"https://discord.com/channels/992359628979568762/998539369919025212/998596986213236806",,,,"2023-02-24T23:58:18.868000+00:00"
"https://discord.com/channels/992359628979568762/992359629419991142/1078049703423381565",,,,"2023-02-24T22:58:01.373000+00:00"
"https://github.com/p-lambda/dsir",,,,"2023-02-09T04:30:51.150000+00:00"
"https://twitter.com/ShayneRedford/status/1620805305801261058",,,,"2023-02-01T17:22:58.740000+00:00"
"https://discord.com/channels/992359628979568762/992359845963497512/1067803805128851466",,,,"2023-02-01T05:12:07.658000+00:00"
